0, 0.0, 0.0
1, 2.7033815418589276e-07, 0.0
2, 1.0216947252127208e-06, 0.0
3, 3.2819196415625936e-06, 0.0
4, 9.985096530406956e-06, 0.0
5, 2.8856206136561382e-05, 0.0
6, 7.921849971040744e-05, 0.0
7, 0.0002065945183136601, 0.0
8, 0.0005118222609729125, 0.0
9, 0.0012045672977267711, 0.0
10, 0.0026931327857793786, 0.0
11, 0.005720085315052979, 0.0
12, 0.011541665650290463, 0.0
13, 0.022123757162002895, 0.0
14, 0.04028810338858891, 0.0
15, 0.06969881830297689, 0.0
16, 0.11455333504647419, 0.0
17, 0.17886560851993372, 0.0
18, 0.2653296396077031, 0.0
19, 0.3739275960216351, 0.0
20, 0.5006510018995354, 0.0
21, 0.6368416554807025, 0.0
22, 0.7696257729019303, 0.0
23, 0.8836544433073534, 0.0
24, 0.9639244547651932, 0.0
25, 0.9989969049036338, 0.0
26, 0.9836686620318309, 0.0
27, 0.920237683422261, 0.0
28, 0.8179384280522648, 0.0
29, 0.6907383553430403, 0.0
30, 0.5542195444689625, 0.0
31, 0.42250160093743994, 0.0
32, 0.3060244310620424, 0.0
33, 0.2106046865105924, 0.0
34, 0.13771052746608956, 0.0
35, 0.08555717620192047, 0.0
36, 0.05050551296775291, 0.0
37, 0.028328323720492862, 0.0
38, 0.015094872100985089, 0.0
39, 0.007667466289066354, 0.0
40, 0.0036736273685043777, 2.2206609902451055
41, 0.0016736210590925136, 2.2206609902451055
42, 0.0007262956433294656, 2.2206609902451055
43, 0.0002996641069471184, 2.2206609902451055
44, 0.0001174907765290688, 2.2206609902451055
45, 4.3771920015724694e-05, 2.2206609902451055
46, 1.5495673178781612e-05, 2.2206609902451055
47, 5.2125627594927555e-06, 2.2206609902451055
48, 1.6661780867910948e-06, 2.2206609902451055
49, 5.060858097106224e-07, 2.2206609902451055
50, 1.460706371900128e-07, 2.2206609902451055
51, 4.0062787698037974e-08, 2.2206609902451055
52, 1.0441488148835859e-08, 2.2206609902451055
53, 2.5860100086046767e-09, 2.2206609902451055
54, 6.086227875961643e-10, 2.2206609902451055
55, 1.3611943199338098e-10, 2.2206609902451055
56, 2.8930086701452767e-11, 2.2206609902451055
